targets,preds
13431.612,13454.031881484028
13452.544,13439.228437492133
13454.218,13436.060744841458
13436.64,13449.482426151038
13436.109999999995,13479.113163332939
13435.52,13433.048252112865
13456.774,13442.025540191651
13462.874,13453.102509966493
13479.704000000002,13457.49667722702
13478.778,13481.42875805139
13458.607999999998,13482.661034622193
13439.306,13466.371763877152
13452.716,13443.494034338593
13472.524,13443.578344172956
13476.14,13489.932374703885
13494.728,13475.118788789747
13493.366000000002,13494.73831816292
13494.78,13499.920577381612
13477.726,13496.108844462871
13465.482,13480.181906385422
13499.806,13472.73067807579
13491.393999999998,13492.055044321778
13499.203999999998,13492.60905511737
13518.79,13492.152291198016
13533.284,13513.363825277567
13561.724000000002,13536.070017630102
13604.086,13579.28113413763
13615.141999999998,13602.55039311838
13597.852,13623.477285232544
13598.52,13611.509359272002
13612.506,13604.99453342581
13616.670000000002,13610.026409543276
13618.473999999998,13610.07970266795
13599.682,13619.492220189095
13606.484,13606.73071908474
13613.75,13613.41148734045
